valid set
+-------------+-------+--------+-------+-------------+----------+--------------+
|             |   pos |    neg |   amb |        pos% |     neg% |         amb% |
| ENCSR000DXD | 701950           | 4.88142e+06 | 867072           | 0.108822   | 0.756757 |   0.134421  |
| ENCSR243INX | 873583           | 4.34337e+06 |      1.23348e+06 | 0.13543    | 0.673345 |   0.191225  |
| ENCSR000EFI | 423616           | 5.36697e+06 | 659848           | 0.0656724  | 0.832032 |   0.102295  |
| ENCSR560BUE | 728982           | 4.28072e+06 |      1.44073e+06 | 0.113013   | 0.663633 |   0.223354  |
| ENCSR460LGH |      1.73296e+06 | 3.82774e+06 | 889738           | 0.268658   | 0.593408 |   0.137935  |
| ENCSR000DRZ | 413749           | 5.42361e+06 | 613076           | 0.0641428  | 0.840813 |   0.0950441 |
| ENCSR000BQE | 217627           | 5.7781e+06  | 454715           | 0.0337383  | 0.895768 |   0.0704937 |
| ENCSR817HTJ |      1.04742e+06 | 4.45860e+06 | 944411           | 0.16238    | 0.69121  |   0.14641   |
| ENCSR000BIE | 488619           | 5.34043e+06 | 621391           | 0.0757498  | 0.827917 |   0.0963332 |
| ENCSR072EUE | 746585           | 4.3692e+06  |      1.33465e+06 | 0.115742   | 0.67735  |   0.206909  |
| ENCSR252QYR | 564876           | 4.91682e+06 | 968739           | 0.0875717  | 0.762246 |   0.150182  |
| ENCSR000DUS | 554602           | 5.0396e+06  | 856233           | 0.085979   | 0.781281 |   0.13274   |
| ENCSR265ARE |      1.40585e+06 | 3.89795e+06 |      1.14664e+06 | 0.217946   | 0.604292 |   0.177762  |
| ENCSR000AUE | 795773           | 4.22357e+06 |      1.4311e+06  | 0.123367   | 0.654772 |   0.22186   |
| ENCSR000DMF | 443166           | 5.47182e+06 | 535446           | 0.0687033  | 0.848287 |   0.0830093 |
| ENCSR261VAS | 506825           | 5.09963e+06 | 843986           | 0.0785722  | 0.790586 |   0.130842  |
| ENCSR000DTA | 648118           | 4.99724e+06 | 805080           | 0.100477   | 0.774713 |   0.12481   |
| ENCSR000DQY |  28829           | 6.09349e+06 | 328119           | 0.00446931 | 0.944663 |   0.0508677 |
| ENCSR000AOA | 643406           | 4.53413e+06 |      1.2729e+06  | 0.0997461  | 0.702919 |   0.197335  |
| ENCSR000DTO | 560268           | 5.18652e+06 | 703650           | 0.0868574  | 0.804057 |   0.109086  |
| ENCSR000DRE | 386250           | 5.72192e+06 | 342262           | 0.0598797  | 0.88706  |   0.0530603 |
| ENCSR000DNI | 326982           | 5.53094e+06 | 592511           | 0.0506914  | 0.857453 |   0.0918559 |
| ENCSR634OAQ | 771283           | 4.3926e+06  |      1.28655e+06 | 0.119571   | 0.680977 |   0.199452  |
| ENCSR000DVH | 489655           | 5.24026e+06 | 720517           | 0.0759104  | 0.812389 |   0.1117    |
| ENCSR000DSZ | 555142           | 4.80425e+06 |      1.09104e+06 | 0.0860627  | 0.744794 |   0.169143  |
| ENCSR000DYD | 443871           | 5.34705e+06 | 659519           | 0.0688125  | 0.828943 |   0.102244  |
| ENCSR857PBV |      1.46803e+06 | 3.80098e+06 |      1.18143e+06 | 0.227586   | 0.589259 |   0.183155  |
| ENCSR000DNA | 386806           | 5.30535e+06 | 758281           | 0.0599659  | 0.822479 |   0.117555  |
| ENCSR000DLS | 340267           | 6.11017e+06 |    nan           | 0.052751   | 0.947249 | nan         |
| ENCSR000DQI | 520946           | 5.16198e+06 | 767515           | 0.0807613  | 0.800252 |   0.118987  |
| ENCSR619IUE | 514467           | 5.26394e+06 | 672033           | 0.0797569  | 0.816059 |   0.104184  |
| ENCSR203QEB |      1.35596e+06 | 4.03717e+06 |      1.05731e+06 | 0.210212   | 0.625875 |   0.163913  |
| ENCSR000APF | 632143           | 4.64056e+06 |      1.17774e+06 | 0.098      | 0.719417 |   0.182583  |
| ENCSR000DQW | 518790           | 5.16586e+06 | 765790           | 0.0804271  | 0.800854 |   0.118719  |
| ENCSR000DQN | 441408           | 5.41397e+06 | 595063           | 0.0684307  | 0.839318 |   0.0922516 |
| ENCSR000BSE | 459139           | 5.174e+06   | 817300           | 0.0711795  | 0.802116 |   0.126705  |
| ENCSR000DTR | 545612           | 5.09458e+06 | 810241           | 0.0845853  | 0.789804 |   0.12561   |
| ENCSR000DWH | 641949           | 5.09919e+06 | 709301           | 0.0995202  | 0.790518 |   0.109962  |
| ENCSR000DWY | 409815           | 5.89748e+06 | 143142           | 0.0635329  | 0.914276 |   0.0221911 |
| ENCSR000DZN | 384029           | 5.39932e+06 | 667083           | 0.0595353  | 0.837048 |   0.103417  |
| ENCSR000BNH | 497709           | 5.26139e+06 | 691341           | 0.077159   | 0.815664 |   0.107177  |
| ENCSR000EGM | 520967           | 5.28655e+06 | 642922           | 0.0807646  | 0.819564 |   0.0996711 |
| ENCSR812FNU | 957267           | 4.45162e+06 |      1.04155e+06 | 0.148403   | 0.690128 |   0.161469  |
| ENCSR000DQD | 640058           | 4.97088e+06 | 839496           | 0.0992271  | 0.770627 |   0.130146  |
| ENCSR000DLG | 242772           | 5.6839e+06  | 523764           | 0.0376365  | 0.881165 |   0.0811982 |
| ENCSR822CEA | 803759           | 4.29611e+06 |      1.35056e+06 | 0.124605   | 0.666019 |   0.209376  |
| ENCSR000DNC | 398994           | 5.47651e+06 | 574937           | 0.0618553  | 0.849013 |   0.0891315 |
| ENCSR611JJS | 833479           | 4.39411e+06 |      1.22284e+06 | 0.129213   | 0.681212 |   0.189576  |
| ENCSR125DKL |      1.09803e+06 | 4.22219e+06 |      1.13022e+06 | 0.170225   | 0.654559 |   0.175216  |
| ENCSR000DXQ | 442864           | 5.40021e+06 | 607367           | 0.0686564  | 0.837185 |   0.094159  |
| ENCSR000DUB | 407966           | 5.45814e+06 | 584326           | 0.0632463  | 0.846167 |   0.090587  |
| ENCSR000DSU | 477332           | 5.27527e+06 | 697837           | 0.0739999  | 0.817816 |   0.108184  |
| ENCSR000DMO | 491246           | 5.35063e+06 | 608558           | 0.076157   | 0.829499 |   0.0943437 |
| ENCSR756ZKG | 760057           | 4.57911e+06 |      1.11127e+06 | 0.11783    | 0.709892 |   0.172278  |
| ENCSR000DUX | 476381           | 5.08863e+06 | 885424           | 0.0738525  | 0.788882 |   0.137266  |
| ENCSR000DTW | 523085           | 5.20802e+06 | 719337           | 0.081093   | 0.807389 |   0.111518  |
| ENCSR036EGV |      1.00669e+06 | 4.48125e+06 | 962496           | 0.156065   | 0.694721 |   0.149214  |
| ENCSR000DKR | 277141           | 5.51489e+06 | 658410           | 0.0429647  | 0.854963 |   0.102072  |
| ENCSR000DKZ | 271095           | 5.6815e+06  | 497847           | 0.0420274  | 0.880792 |   0.0771804 |
| ENCSR000DVQ | 548749           | 5.13782e+06 | 763873           | 0.0850716  | 0.796507 |   0.118422  |
| ENCSR000DUP | 169690           | 5.84071e+06 | 440039           | 0.0263067  | 0.905475 |   0.0682185 |
| ENCSR000DTI | 604572           | 4.83533e+06 |      1.01054e+06 | 0.0937257  | 0.749612 |   0.156662  |
| ENCSR000DXW | 517151           | 5.27668e+06 | 656611           | 0.080173   | 0.818034 |   0.101793  |
| ENCSR000DLW | 370872           | 6.07956e+06 |    nan           | 0.0574956  | 0.942504 | nan         |
| ENCSR000DMR | 709357           | 5.11985e+06 | 621228           | 0.10997    | 0.793722 |   0.0963079 |
| ENCSR000DWE | 458756           | 5.77828e+06 | 213403           | 0.0711201  | 0.895796 |   0.0330835 |
| ENCSR000DMA | 461891           | 5.98855e+06 |    nan           | 0.0716062  | 0.928394 | nan         |
| ENCSR000DRU | 407216           | 5.4146e+06  | 628621           | 0.06313    | 0.839416 |   0.097454  |
| ENCSR000DVA | 460092           | 5.34439e+06 | 645956           | 0.0713273  | 0.828531 |   0.100141  |
| ENCSR125NBL | 877009           | 4.40865e+06 |      1.16478e+06 | 0.135961   | 0.683466 |   0.180573  |
| ENCSR000BPJ | 458219           | 5.32798e+06 | 664240           | 0.0710369  | 0.825987 |   0.102976  |
| ENCSR027HML |      1.22043e+06 | 4.16449e+06 |      1.06552e+06 | 0.189201   | 0.645614 |   0.165185  |
| ENCSR000DPS | 411596           | 5.2253e+06  | 813544           | 0.063809   | 0.810069 |   0.126122  |
| ENCSR000DPG | 404019           | 5.43553e+06 | 610886           | 0.0626344  | 0.842661 |   0.0947046 |
| ENCSR196HOM |      1.73641e+06 | 3.48416e+06 |      1.22986e+06 | 0.269193   | 0.540144 |   0.190663  |
| ENCSR541AMF |      1.02369e+06 | 4.31908e+06 |      1.10766e+06 | 0.158701   | 0.66958  |   0.171719  |
| ENCSR000DUH | 414155           | 5.83575e+06 | 200534           | 0.0642057  | 0.904706 |   0.0310884 |
| ENCSR000DKN | 473597           | 5.19948e+06 | 777362           | 0.0734209  | 0.806066 |   0.120513  |
| ENCSR673WZL | 645589           | 4.66066e+06 |      1.14418e+06 | 0.100085   | 0.722535 |   0.177381  |
| ENCSR000AUV | 748114           | 4.68593e+06 |      1.0164e+06  | 0.115979   | 0.726451 |   0.15757   |
| ENCSR000DMY | 373569           | 5.55971e+06 | 517155           | 0.0579138  | 0.861913 |   0.0801736 |
| ENCSR430YRJ | 752403           | 4.36982e+06 |      1.32821e+06 | 0.116644   | 0.677446 |   0.20591   |
| ENCSR084RDK | 867959           | 4.14276e+06 |      1.43972e+06 | 0.134558   | 0.642245 |   0.223197  |
| ENCSR000DPV | 483825           | 5.33695e+06 | 629665           | 0.0750065  | 0.827378 |   0.0976159 |
| ENCSR000DUM | 547292           | 4.94615e+06 | 956994           | 0.0848457  | 0.766793 |   0.148361  |
| ENCSR000DYB | 389571           | 5.28043e+06 | 780432           | 0.0603945  | 0.818616 |   0.120989  |
| ENCSR000DWQ | 545780           | 5.09347e+06 | 811188           | 0.0846113  | 0.789632 |   0.125757  |
| ENCSR000AHD | 532392           | 5.26037e+06 | 657671           | 0.0825358  | 0.815507 |   0.101958  |
| ENCSR932ZMX | 659869           | 5.20958e+06 | 580991           | 0.102298   | 0.807632 |   0.09007   |
| ENCSR240PRQ | 802035           | 4.48599e+06 |      1.16241e+06 | 0.124338   | 0.695455 |   0.180207  |
| ENCSR000AKB | 536623           | 5.08464e+06 | 829178           | 0.0831917  | 0.788262 |   0.128546  |
| ENCSR000EIC | 497440           | 5.24576e+06 | 707240           | 0.0771173  | 0.813241 |   0.109642  |
| ENCSR000AKO | 749856           | 5.70058e+06 |    nan           | 0.116249   | 0.883751 | nan         |
| ENCSR000BLX | 365412           | 5.60904e+06 | 475986           | 0.0566492  | 0.86956  |   0.0737913 |
| ENCSR000DML | 439314           | 5.85117e+06 | 159950           | 0.0681061  | 0.907097 |   0.0247968 |
| ENCSR000APM | 508460           | 5.16766e+06 | 774316           | 0.0788257  | 0.801133 |   0.120041  |
| ENCSR856JJB |      1.82389e+06 | 3.33837e+06 |      1.28818e+06 | 0.282755   | 0.517541 |   0.199704  |
| ENCSR000BNO | 302320           | 5.5053e+06  | 642821           | 0.0468681  | 0.853476 |   0.0996554 |
| ENCSR402IDP | 621419           | 4.81592e+06 |      1.0131e+06  | 0.0963375  | 0.746603 |   0.157059  |
| ENCSR000DKP | 294588           | 5.6043e+06  | 551548           | 0.0456695  | 0.868825 |   0.0855055 |
| ENCSR066BZZ |      1.25431e+06 | 4.0128e+06  |      1.18333e+06 | 0.194453   | 0.622098 |   0.183449  |
| ENCSR000DVI | 541327           | 5.23446e+06 | 674654           | 0.083921   | 0.811489 |   0.10459   |
| ENCSR000AOO | 411900           | 5.25403e+06 | 784509           | 0.0638561  | 0.814523 |   0.121621  |
| ENCSR000ANO | 472394           | 5.1404e+06  | 837642           | 0.0732344  | 0.796907 |   0.129858  |
| ENCSR000DPF | 547684           | 5.06974e+06 | 833011           | 0.0849065  | 0.785953 |   0.12914   |
| ENCSR000DRB | 499641           | 5.57726e+06 | 373537           | 0.0774585  | 0.864633 |   0.0579088 |
| ENCSR000DLB | 394996           | 5.49296e+06 | 562486           | 0.0612355  | 0.851563 |   0.0872012 |
| ENCSR000DMV | 466567           | 5.98387e+06 |    nan           | 0.0723311  | 0.927669 | nan         |
| ENCSR000DPY | 407558           | 5.50161e+06 | 541265           | 0.063183   | 0.852906 |   0.0839114 |
| ENCSR000DRR | 407398           | 5.3994e+06  | 643642           | 0.0631582  | 0.837059 |   0.0997827 |
| ENCSR359LOD | 966955           | 4.21076e+06 |      1.27272e+06 | 0.149905   | 0.652787 |   0.197307  |
| ENCSR000ATN | 585568           | 4.93710e+06 | 927764           | 0.0907796  | 0.765391 |   0.14383   |
| ENCSR000DND | 280204           | 5.8173e+06  | 352929           | 0.0434395  | 0.901846 |   0.054714  |
+-------------+------------------+-------------+------------------+------------+----------+-------------+

task 0 ENCSR000ANS -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      229705   264   229969
True          410   636     1046
__all__    230115   900   231015

Accuracy Score : 0.9970824405341644
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    229969
        1.0       0.71      0.61      0.65      1046

avg / total       1.00      1.00      1.00    231015


task 1 ENCSR315NAC -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      229395   431   229826
True          280   941     1221
__all__    229675  1372   231047

Accuracy Score : 0.9969227040385722
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    229826
        1.0       0.69      0.77      0.73      1221

avg / total       1.00      1.00      1.00    231047


task 2 ENCSR847XGE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      223770  1366   225136
True          524  1936     2460
__all__    224294  3302   227596

Accuracy Score : 0.9916958118771859
Report : 
             precision    recall  f1-score   support

        0.0       1.00      0.99      1.00    225136
        1.0       0.59      0.79      0.67      2460

avg / total       0.99      0.99      0.99    227596


task 3 ENCSR987GXT -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      226627   896   227523
True          509  1304     1813
__all__    227136  2200   229336

Accuracy Score : 0.9938736177486308
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    227523
        1.0       0.59      0.72      0.65      1813

avg / total       0.99      0.99      0.99    229336


task 4 ENCSR254YRM -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      231598   106   231704
True          272   405      677
__all__    231870   511   232381

Accuracy Score : 0.9983733609890654
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    231704
        1.0       0.79      0.60      0.68       677

avg / total       1.00      1.00      1.00    232381


task 5 ENCSR785YRL -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      223465   312   223777
True          298   298      596
__all__    223763   610   224373

Accuracy Score : 0.9972813128139304
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    223777
        1.0       0.49      0.50      0.49       596

avg / total       1.00      1.00      1.00    224373


task 6 ENCSR000DTL -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      230626   485   231111
True          474   771     1245
__all__    231100  1256   232356

Accuracy Score : 0.9958727125617587
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    231111
        1.0       0.61      0.62      0.62      1245

avg / total       1.00      1.00      1.00    232356


task 7 ENCSR000DRP -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      239179   265   239444
True          371   610      981
__all__    239550   875   240425

Accuracy Score : 0.9973546844130187
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    239444
        1.0       0.70      0.62      0.66       981

avg / total       1.00      1.00      1.00    240425


task 8 ENCSR000DPM -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      229051   245   229296
True          411   602     1013
__all__    229462   847   230309

Accuracy Score : 0.9971516527795267
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    229296
        1.0       0.71      0.59      0.65      1013

avg / total       1.00      1.00      1.00    230309


task 9 ENCSR000DMS -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      234743   357   235100
True          329   703     1032
__all__    235072  1060   236132

Accuracy Score : 0.9970948452560432
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    235100
        1.0       0.66      0.68      0.67      1032

avg / total       1.00      1.00      1.00    236132


task 10 ENCSR000DUU -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      233488   325   233813
True          334   680     1014
__all__    233822  1005   234827

Accuracy Score : 0.9971936787507399
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    233813
        1.0       0.68      0.67      0.67      1014

avg / total       1.00      1.00      1.00    234827


task 11 ENCSR303GFI -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      221518   379   221897
True          459   939     1398
__all__    221977  1318   223295

Accuracy Score : 0.9962471170424775
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    221897
        1.0       0.71      0.67      0.69      1398

avg / total       1.00      1.00      1.00    223295


task 12 ENCSR000DXI -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      237918   184   238102
True          302   549      851
__all__    238220   733   238953

Accuracy Score : 0.9979661272300411
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    238102
        1.0       0.75      0.65      0.69       851

avg / total       1.00      1.00      1.00    238953


task 13 ENCSR000DKV -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      242288   142   242430
True          291   468      759
__all__    242579   610   243189

Accuracy Score : 0.9982194918355682
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    242430
        1.0       0.77      0.62      0.68       759

avg / total       1.00      1.00      1.00    243189


task 14 ENCSR000DPP -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      232717   201   232918
True          332   576      908
__all__    233049   777   233826

Accuracy Score : 0.9977205272296494
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    232918
        1.0       0.74      0.63      0.68       908

avg / total       1.00      1.00      1.00    233826


task 15 ENCSR000DMH -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      240914    72   240986
True           95   272      367
__all__    241009   344   241353

Accuracy Score : 0.9993080674364935
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    240986
        1.0       0.79      0.74      0.77       367

avg / total       1.00      1.00      1.00    241353


task 16 ENCSR000DXD -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      227750   483   228233
True          505   880     1385
__all__    228255  1363   229618

Accuracy Score : 0.9956972014389116
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    228233
        1.0       0.65      0.64      0.64      1385

avg / total       1.00      1.00      1.00    229618


task 17 ENCSR243INX -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      220289   366   220655
True          688  1074     1762
__all__    220977  1440   222417

Accuracy Score : 0.9952611535988706
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    220655
        1.0       0.75      0.61      0.67      1762

avg / total       0.99      1.00      1.00    222417


task 18 ENCSR000EFI -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      231519   147   231666
True          282   500      782
__all__    231801   647   232448

Accuracy Score : 0.9981544259361234
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    231666
        1.0       0.77      0.64      0.70       782

avg / total       1.00      1.00      1.00    232448


task 19 ENCSR560BUE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      224974   491   225465
True          453   960     1413
__all__    225427  1451   226878

Accuracy Score : 0.995839173476494
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    225465
        1.0       0.66      0.68      0.67      1413

avg / total       1.00      1.00      1.00    226878


task 20 ENCSR460LGH -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      222900  2223   225123
True          694  2737     3431
__all__    223594  4960   228554

Accuracy Score : 0.9872371518328272
Report : 
             precision    recall  f1-score   support

        0.0       1.00      0.99      0.99    225123
        1.0       0.55      0.80      0.65      3431

avg / total       0.99      0.99      0.99    228554


task 21 ENCSR000DRZ -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      235172   166   235338
True          240   507      747
__all__    235412   673   236085

Accuracy Score : 0.9982802804074804
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    235338
        1.0       0.75      0.68      0.71       747

avg / total       1.00      1.00      1.00    236085


task 22 ENCSR000BQE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      233036    83   233119
True          110   285      395
__all__    233146   368   233514

Accuracy Score : 0.9991734970922515
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    233119
        1.0       0.77      0.72      0.75       395

avg / total       1.00      1.00      1.00    233514


task 23 ENCSR817HTJ -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      227177   827   228004
True          661  1346     2007
__all__    227838  2173   230011

Accuracy Score : 0.9935307441818
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    228004
        1.0       0.62      0.67      0.64      2007

avg / total       0.99      0.99      0.99    230011


task 24 ENCSR000BIE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      228069   217   228286
True          381   691     1072
__all__    228450   908   229358

Accuracy Score : 0.9973927222944043
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    228286
        1.0       0.76      0.64      0.70      1072

avg / total       1.00      1.00      1.00    229358


task 25 ENCSR072EUE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      225122   412   225534
True          416   922     1338
__all__    225538  1334   226872

Accuracy Score : 0.9963503649635036
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    225534
        1.0       0.69      0.69      0.69      1338

avg / total       1.00      1.00      1.00    226872


task 26 ENCSR252QYR -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      227814   239   228053
True          378   660     1038
__all__    228192   899   229091

Accuracy Score : 0.9973067471004972
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    228053
        1.0       0.73      0.64      0.68      1038

avg / total       1.00      1.00      1.00    229091


task 27 ENCSR000DUS -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      230964   269   231233
True          400   666     1066
__all__    231364   935   232299

Accuracy Score : 0.9971200909173091
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    231233
        1.0       0.71      0.62      0.67      1066

avg / total       1.00      1.00      1.00    232299


task 28 ENCSR265ARE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      224073   988   225061
True          695  1848     2543
__all__    224768  2836   227604

Accuracy Score : 0.9926055781093478
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    225061
        1.0       0.65      0.73      0.69      2543

avg / total       0.99      0.99      0.99    227604


task 29 ENCSR000AUE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      222945   392   223337
True          527  1034     1561
__all__    223472  1426   224898

Accuracy Score : 0.9959137031009613
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    223337
        1.0       0.73      0.66      0.69      1561

avg / total       1.00      1.00      1.00    224898


task 30 ENCSR000DMF -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      236532   216   236748
True          230   532      762
__all__    236762   748   237510

Accuracy Score : 0.9981221843290808
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    236748
        1.0       0.71      0.70      0.70       762

avg / total       1.00      1.00      1.00    237510


task 31 ENCSR261VAS -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      228170   190   228360
True          255   643      898
__all__    228425   833   229258

Accuracy Score : 0.9980589554126792
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    228360
        1.0       0.77      0.72      0.74       898

avg / total       1.00      1.00      1.00    229258


task 32 ENCSR000DTA -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      230366   616   230982
True          418   821     1239
__all__    230784  1437   232221

Accuracy Score : 0.9955473449860263
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    230982
        1.0       0.57      0.66      0.61      1239

avg / total       1.00      1.00      1.00    232221


task 33 ENCSR000DQY -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      241600    17   241617
True           27    26       53
__all__    241627    43   241670

Accuracy Score : 0.9998179335457442
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    241617
        1.0       0.60      0.49      0.54        53

avg / total       1.00      1.00      1.00    241670


task 34 ENCSR000AOA -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      229135   395   229530
True          339   751     1090
__all__    229474  1146   230620

Accuracy Score : 0.9968172751712774
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    229530
        1.0       0.66      0.69      0.67      1090

avg / total       1.00      1.00      1.00    230620


task 35 ENCSR000DTO -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      230130   327   230457
True          322   712     1034
__all__    230452  1039   231491

Accuracy Score : 0.9971964352825812
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    230457
        1.0       0.69      0.69      0.69      1034

avg / total       1.00      1.00      1.00    231491


task 36 ENCSR000DRE -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      240108   150   240258
True          236   455      691
__all__    240344   605   240949

Accuracy Score : 0.9983980012367762
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    240258
        1.0       0.75      0.66      0.70       691

avg / total       1.00      1.00      1.00    240949


task 37 ENCSR000DNI -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      234345   127   234472
True          209   370      579
__all__    234554   497   235051

Accuracy Score : 0.9985705229928824
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    234472
        1.0       0.74      0.64      0.69       579

avg / total       1.00      1.00      1.00    235051


task 38 ENCSR634OAQ -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      224738   338   225076
True          395   957     1352
__all__    225133  1295   226428

Accuracy Score : 0.9967627678555656
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    225076
        1.0       0.74      0.71      0.72      1352

avg / total       1.00      1.00      1.00    226428


task 39 ENCSR000DVH -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      236082   218   236300
True          313   621      934
__all__    236395   839   237234

Accuracy Score : 0.9977617036343863
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    236300
        1.0       0.74      0.66      0.70       934

avg / total       1.00      1.00      1.00    237234


task 40 ENCSR000DSZ -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      226486   322   226808
True          360   684     1044
__all__    226846  1006   227852

Accuracy Score : 0.9970068289942594
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    226808
        1.0       0.68      0.66      0.67      1044

avg / total       1.00      1.00      1.00    227852


task 41 ENCSR000DYD -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      229161   175   229336
True          307   542      849
__all__    229468   717   230185

Accuracy Score : 0.9979060321046115
Report : 
             precision    recall  f1-score   support

        0.0       1.00      1.00      1.00    229336
        1.0       0.76      0.64      0.69       849

avg / total       1.00      1.00      1.00    230185


task 42 ENCSR857PBV -------
Confusion matrix:
Predicted   False  True  __all__
Actual                          
False      225124  1436   226560
True          520  1902     2422
__all__    225644  3338   228982

Accuracy Score : 0.9914578438479881
Report : 
             precision    recall  f1-score   support

        0.0       1.00      0.99      1.00    226560
        1.0       0.57      0.79      0.66      2422

avg / total       0.99      0.99      0.99    228982


